deviceType;Plant;PI;SLP00BA23G;suryaPlant_V1.ini
1;1
01/01/24-00:45:36;100
deviceType;Meter;SM;XD597126;suryaMeter_V1.ini
38;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38
01/01/24-00:45:36;0;0;0;49.98;443.646;256.146;0;0.583;0;0;0;261673.805;123280.805;138393;263629.211;124287.805;139341.406;442.033;444.991;443.913;256.915;256.217;255.306;0;0;0;0.752;0.582;0.402;0;0;0;0;0;0;0;0;0
deviceType;Inverter;I1;1901215149;suryaInv_V2.ini
51;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51
01/01/24-00:45:36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
deviceType;Inverter;I2;1901215596;suryaInv_V2.ini
51;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51
01/01/24-00:45:36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
deviceType;Weather;WS;Digital;suryaEnv_V2.ini
12;1;2;3;4;5;6;7;8;9;10;11;12
01/01/24-00:45:36;0;0;0;0;0;0;0;0;42.738;0;0;0
